ID,Name,Tags,Services,Availability,Description,Alternates,Keywords,Warnings
ALLSKY_SFC_SW_DNI_HR,All Sky Surface Shortwave Downward Direct Normal Irradiance (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
ALLSKY_SFC_SW_DNI_HR_MAX,Climatological Maximum All Sky Surface Shortwave Downward Direct Normal Irradiance (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
ALLSKY_SFC_SW_DNI_HR_MIN,Climatological Minimum All Sky Surface Shortwave Downward Direct Normal Irradiance (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
ALLSKY_SFC_SW_DNI_MAX_RD,All Sky Surface Shortwave Downward Direct Normal Irradiance Maximum Relative Difference,"official,radiation",api,climatology,The percentage of the difference of the maximum surface solar irradiance relative to the mean solar irradiance.,,Solar,
ALLSKY_SFC_SW_DNI_MIN_RD,All Sky Surface Shortwave Downward Direct Normal Irradiance Minimum Relative Difference,"official,radiation",api,climatology,The percentage of the difference of the minimum surface solar irradiance relative to the mean solar irradiance.,,Solar,
ALLSKY_SFC_SW_DWN_HR_MAX,Climatological Maximum All Sky Surface Shortwave Downward Irradiance (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
ALLSKY_SFC_SW_DWN_HR_MIN,Climatological Minimum All Sky Surface Shortwave Downward Irradiance (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
ALLSKY_SFC_SW_DWN_MAX_RD,All Sky Surface Shortwave Downward Irradiance Maximum Relative Difference,"official,radiation",api,climatology,"The percentage of the difference of the maximum surface solar irradiance relative to the mean surface solar irradiance, under all sky conditions.",,Solar,
ALLSKY_SFC_SW_DWN_MIN_RD,All Sky Surface Shortwave Downward Irradiance Minimum Relative Difference,"official,radiation",api,climatology,"The percentage of the difference of the minimum surface solar irradiance relative to the mean surface solar irradiance, under all sky conditions.",,Solar,
ALLSKY_SFC_SW_UP_HR,All Sky Surface Shortwave Upward Irradiance (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
ALLSKY_SFC_UVA_HR,All Sky Surface UVA Irradiance (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
ALLSKY_SFC_UVB_HR,All Sky Surface UVB Irradiance (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
ALLSKY_SFC_UV_INDEX_HR,All Sky Surface UV Index (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
ALLSKY_SRF_ALB_HR,All Sky Surface Albedo (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
AOD_55,Aerosol Optical Depth 55,"official,radiation","api,gis,aws","hourly,daily,monthly,annual,climatology",The optical thickness at 0.55 um measured vertically; the component of the atmosphere to quantify the removal of radiant energy from an incident beam.,,,
CLRSKY_SFC_LW_DWN_HR,Clear Sky Surface Longwave Downward Irradiance (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
CLRSKY_SFC_LW_UP_HR,Clear Sky Surface Longwave Upward Irradiance (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
CLRSKY_SFC_PAR_DIFF_HR,Clear Sky Surface Diffuse PAR (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
CLRSKY_SFC_PAR_DIRH_HR,Clear Sky Surface Direct Horizontal PAR (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
CLRSKY_SFC_PAR_TOT_HR,Clear Sky Surface Total PAR (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
CLRSKY_SFC_SW_DIFF_HR,Clear Sky Surface Shortwave Downward Diffuse Irradiance (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
CLRSKY_SFC_SW_DIRH_HR,Clear Sky Surface Shortwave Direct Horizontal Irradiance (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
CLRSKY_SFC_SW_DNI_HR,Clear Sky Surface Shortwave Downward Direct Normal Irradiance (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
CLRSKY_SFC_SW_DWN_HR,Clear Sky Surface Shortwave Downward Irradiance (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
CLRSKY_SFC_SW_UP_HR,Clear Sky Surface Shortwave Upward Irradiance (Hour-Based Parameter Set),"official,radiation",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
EVLAND_HR,Evaporation Land (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
EVPTRNS_HR,Evapotranspiration Energy Flux (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
PRECTOTCORR_HR,Precipitation Corrected (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
PSC,Corrected Atmospheric Pressure (Adjusted For Site Elevation),"official,meteorology",api,"hourly,daily,monthly,annual,climatology",Atmospheric pressure associated with the MERRA-2 grid has been adjusted using the hypsometric equation to account for the difference between the elevation of an underlying surface site and the average elevation of the MERRA-2 grid cell.,"Bias-Corrected Surface Pressure,Adjusted Surface Pressure,Corrected Barometric Pressure","Bias-Corrected Surface Pressure,Adjusted Surface Pressure,Corrected Barometric Pressure",
PS_HR,Surface Pressure (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
PW,Precipitable Water,"official,meteorology","api,gis,aws","hourly,daily,monthly,annual,climatology","The total atmospheric water vapor contained in a vertical column of the atmosphere, sourced from CERES.","Total Column Water Vapor,Integrated Water Vapor,Columnar Water Vapor","Total Column Water Vapor,Integrated Water Vapor,Columnar Water Vapor",
QV10M_HR,Specific Humidity at 10 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
QV2M_HR,Specific Humidity at 2 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
RH2M_HR,Relative Humidity at 2 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
SG_SZA_HR,Average Solar Zenith Angle (Hour-Based Parameter Set),"official,solar",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
SI_TILTED_AVG_HORIZONTAL,Solar Irradiance for Equator Facing Horizontal Surface,"official,radiation",api,climatology,Solar Irradiance incident on an equator facing surface tilted at a 0 degree angle (horizontal plane).,"Plane of Array Irradiance, Horizontal (POA),Global Tilted Irradiance at 0 Degrees (GTI)","Plane of Array Irradiance, Horizontal (POA),Global Tilted Irradiance at 0 Degrees (GTI),Tilted Surfaces",
SI_TILTED_AVG_LATITUDE,Solar Irradiance for Equator Facing Latitude Tilt,"official,radiation",api,climatology,Solar Irradiance incident on an equator facing surface tilted at the latitude angle.,"Plane of Array Irradiance at Latitude Tilt (POA),Global Tilted Irradiance at Latitude (GTI)","Plane of Array Irradiance at Latitude Tilt (POA),Global Tilted Irradiance at Latitude (GTI),Tilted Surfaces",
SI_TILTED_AVG_OPTIMAL,Solar Irradiance Optimal,"official,radiation",api,climatology,An equator facing surface tilted at the optimum angle receives the optimum (maximum) solar irradiance. The monthly climatology values are the average for each month over the time period given in the header section of the data file.,"Plane of Array Irradiance at Optimal Tilt (POA),Maximum Fixed-Tilt Irradiance,Global Tilted Irradiance at Optimal Angle (GTI)","Plane of Array Irradiance at Optimal Tilt (POA),Maximum Fixed-Tilt Irradiance,Global Tilted Irradiance at Optimal Angle (GTI),Tilted Surfaces",
SI_TILTED_AVG_OPTIMAL_ANG,Solar Irradiance Optimal Angle,"official,radiation",api,climatology,The tilted surface angle which gives the optimum (maximum) solar irradiance incident on an equator facing surface. The monthly climatology values are the average for each month over the time period given in the header section of the data file.,"Optimal Fixed-Tilt Angle,Best Tilt Angle for Solar Panels,Optimum Array Tilt","Optimal Fixed-Tilt Angle,Best Tilt Angle for Solar Panels,Optimum Array Tilt,Tilted Surfaces",
SI_TILTED_AVG_OPTIMAL_ANG_ORT,Solar Irradiance Tilted Surface Orientation,"official,radiation",api,climatology,The north/south direction of the tilted surface (0 being south; 1 being north).,"Optimal Tilt and Azimuth Angle,Best Fixed Array Orientation,Optimum Tilt and Orientation","Optimal Tilt and Azimuth Angle,Best Fixed Array Orientation,Optimum Tilt and Orientation,Tilted Surfaces",
SI_TILTED_AVG_VERTICAL,Solar Irradiance for Equator Facing Vertical Surface,"official,radiation",api,climatology,Solar Irradiance incident on an equator facing surface tilted at a 90 degree angle (vertical surface).,"Vertical Surface Irradiance,Facade Solar Irradiance,Plane of Array (POA) Irradiance at 90 Degree Tilt,Building Facade Insolation","Vertical Surface Irradiance,Facade Solar Irradiance,Plane of Array (POA) Irradiance at 90 Degree Tilt,Building Facade Insolation,Tilted Surfaces",
SI_TILTED_MAX_HORIZONTAL,Maximum Solar Irradiance for Equator Facing Horizontal Surface,"official,radiation",api,climatology,Maximum Solar Irradiance incident on an equator facing surface tilted at a 0 degree angle (horizontal plane).,,Tilted Surfaces,
SI_TILTED_MAX_LATITUDE,Maximum Solar Irradiance for Equator Facing Latitude Tilt,"official,radiation",api,climatology,Maximum Solar Irradiance incident on an equator facing surface tilted at latitude angle.,,Tilted Surfaces,
SI_TILTED_MAX_OPTIMAL,Maximum Solar Irradiance Optimal,"official,radiation",api,climatology,The maximum solar irradiance incident on an equator facing surface is obtained with the surface tilted at the optimal angle. The monthly climatology values are the average for each month over the time period given in the header section of the data file.,,Tilted Surfaces,
SI_TILTED_MAX_OPTIMAL_ANG,Maximum Solar Irradiance Optimal Angle,"official,radiation",api,climatology,The tilted surface angle in which the maximum solar irradiance incident on an equator facing surface is obtained. The monthly climatology values are the average for each month over the time period given in the header section of the data file.,,Tilted Surfaces,
SI_TILTED_MAX_OPTIMAL_ANG_ORT,Maximum Solar Irradiance Tilted Surface Orientation,"official,radiation",api,climatology,The north/south direction of the tilted surface (0 being south; 1 being north).,,Tilted Surfaces,
SI_TILTED_MAX_VERTICAL,Maximum Solar Irradiance for Equator Facing Vertical Surface,"official,radiation",api,climatology,Maximum Solar Irradiance incident on an equator facing surface tilted at a 90 degree angle (vertical surface).,,Tilted Surfaces,
SI_TILTED_MIN_HORIZONTAL,Minimum Solar Irradiance for Equator Facing Horizontal Surface,"official,radiation",api,climatology,Minimum Solar Irradiance incident on an equator facing surface tilted at a 0 degree angle (horizontal plane).,,Tilted Surfaces,
SI_TILTED_MIN_LATITUDE,Minimum Solar Irradiance for Equator Facing Latitude Tilt,"official,radiation",api,climatology,Minimum Solar Irradiance incident on an equator facing surface tilted at the latitude angle.,,Tilted Surfaces,
SI_TILTED_MIN_OPTIMAL,Minimum Solar Irradiance Optimal,"official,radiation",api,climatology,The minimum solar irradiance incident on an equator facing surface is obtained with the surface tilted at the optimal angle. The monthly climatology values are the average for each month over the time period given in the header section of the data file.,,Tilted Surfaces,
SI_TILTED_MIN_OPTIMAL_ANG,Minimum Solar Irradiance Optimal Angle,"official,radiation",api,climatology,The minimum solar irradiance incident on an equator facing surface is obtained with the surface tilted at the optimal angle. The monthly climatology values are the average for each month over the time period given in the header section of the data file.,,Tilted Surfaces,
SI_TILTED_MIN_OPTIMAL_ANG_ORT,Minimum Solar Irradiance Tilted Surface Orientation,"official,radiation",api,climatology,The north/south direction of the tilted surface (0 being south; 1 being north).,,Tilted Surfaces,
SI_TILTED_MIN_VERTICAL,Minimum Solar Irradiance for Equator Facing Vertical Surface,"official,radiation",api,climatology,Minimum Solar Irradiance incident on an equator facing surface tilted at a 90 degree angle (vertical surface).,,Tilted Surfaces,
SI_TRACKER_AVG_DUAL,Average Irradiance for Dual-Axis Tracker,"official,radiation",api,climatology,Average solar irradiance incident on a dual-axis tracker.,"Dual-Axis Tracking Irradiance,Two-Axis Tracker Solar Resource,Full-Tracking Irradiance","Dual-Axis Tracking Irradiance,Two-Axis Tracker Solar Resource,Full-Tracking Irradiance,Tilted Surfaces",
SI_TRACKER_AVG_HSATEW,Average Solar Irradiance for Horizontal Single-Axis Tracker Aligned East-West,"official,radiation",api,climatology,Average solar irradiance incident on a single-axis tracker whose axis is in the horizontal position and aligned in the east-west direction.,"Horizontal Single-Axis Tracker Irradiance (E-W),HSAT East-West Irradiance","Horizontal Single-Axis Tracker Irradiance (E-W),HSAT East-West Irradiance,Tilted Surfaces",
SI_TRACKER_AVG_HSATNS,Average Solar Irradiance for Horizontal Single-Axis Tracker Aligned North-South,"official,radiation",api,climatology,Average solar irradiance incident on a single-axis tracker whose axis is in the horizontal position and aligned in the north-south direction.,"Horizontal Single-Axis Tracker Irradiance (N-S),HSAT North-South Irradiance","Horizontal Single-Axis Tracker Irradiance (N-S),HSAT North-South Irradiance,Tilted Surfaces",
SI_TRACKER_AVG_PSAT,Average Solar Irradiance for Single-Axis Polar Tracker,"official,radiation",api,climatology,Average solar irradiance incident on a single-axis tracker whose axis is parallel to the Earth's rotation axis.,"Polar Single-Axis Tracker Irradiance,Equatorial Mount Tracking Irradiance,Polar-Axis Tracker Solar Resource","Polar Single-Axis Tracker Irradiance,Equatorial Mount Tracking Irradiance,Polar-Axis Tracker Solar Resource,Tilted Surfaces",
SI_TRACKER_AVG_VSAT,Average Irradiance for Vertical Single-Axis Tracker,"official,radiation",api,climatology,Average solar irradiance incident on a single-axis tracker in the vertical position.,"Vertical Single-Axis Tracker Irradiance,Azimuth Tracking Irradiance,Vertical-Axis Tracker Solar Resource","Vertical Single-Axis Tracker Irradiance,Azimuth Tracking Irradiance,Vertical-Axis Tracker Solar Resource,Tilted Surfaces",
SI_TRACKER_MAX_DUAL,Maximum Solar Irradiance for Dual-Axis Tracker,"official,radiation",api,climatology,Maximum solar irradiance incident on a dual-axis tracker.,,Tilted Surfaces,
SI_TRACKER_MAX_HSATEW,Maximum Solar Irradiance for Horizontal Single-Axis Tracker Aligned East-West,"official,radiation",api,climatology,Maximum solar irradiance incident on a single-axis tracker whose axis is in the horizontal position and aligned in the east-west direction.,,Tilted Surfaces,
SI_TRACKER_MAX_HSATNS,Maximum Solar Irradiance for Horizontal Single-Axis Tracker Aligned North-South,"official,radiation",api,climatology,Maximum solar irradiance incident on a single-axis tracker whose axis is in the horizontal position and aligned in the north-south direction.,,Tilted Surfaces,
SI_TRACKER_MAX_PSAT,Maximum Solar Irradiance for Single-Axis Polar Tracker,"official,radiation",api,climatology,Maximum solar irradiance incident on a single-axis tracker whose axis is parallel to the Earth's rotation axis.,,Tilted Surfaces,
SI_TRACKER_MAX_VSAT,Maximum Solar Irradiance for Vertical Single-Axis Tracker,"official,radiation",api,climatology,Maximum solar irradiance incident on a single-axis tracker in the vertical position.,,Tilted Surfaces,
SI_TRACKER_MIN_DUAL,Minimum Solar Irradiance for Dual-Axis Tracker,"official,radiation",api,climatology,Minimum solar irradiance incident on a dual-axis tracker.,,Tilted Surfaces,
SI_TRACKER_MIN_HSATEW,Minimum Solar Irradiance for Horizontal Single-Axis Tracker Aligned East-West,"official,radiation",api,climatology,Minimum solar irradiance incident on a single-axis tracker whose axis is in the horizontal position and aligned in the east-west direction.,,Tilted Surfaces,
SI_TRACKER_MIN_HSATNS,Minimum Solar Irradiance for Horiontal Single-Axis Tracker Aligned North-South,"official,radiation",api,climatology,Minimum solar irradiance incident on a single-axis tracker whose axis is in the horizontal position and aligned in the north-south direction.,,Tilted Surfaces,
SI_TRACKER_MIN_PSAT,Minimum Solar Irradiance for Polar Single-Axis Tracker,"official,radiation",api,climatology,Minimum solar irradiance incident on a single-axis tracker whose axis is parallel to the Earth's rotation axis.,,Tilted Surfaces,
SI_TRACKER_MIN_VSAT,Minimum Solar Irradiance for Vertical Single-Axis Tracker,"official,radiation",api,climatology,Minimum solar irradiance incident on a single-axis tracker in the vertical position.,,Tilted Surfaces,
SLP_HR,Sea Level Pressure (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
T10M_HR,Temperature at 10 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
T2MDEW_HR,Dew/Frost Point at 2 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
T2MWET_HR,Wet Bulb Temperature at 2 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
T2M_HR,Temperature at 2 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
TS_ADJ_HR,Earth Skin Temperature Adjusted (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
TS_HR,Earth Skin Temperature (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
WS10M_HR,Wind Speed at 10 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
WS2M_HR,Wind Speed at 2 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
WS50M_HR,Wind Speed at 50 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
WSC,Corrected Wind Speed (Adjusted For Elevation),"official,meteorology",api,"hourly,daily,monthly,annual,climatology",Wind speed associated with the MERRA-2 grid adjusted using the Gipe Power Law and the elevation difference between the average elevation of the grid cell and the elevation of the underlying surface.,"Adjusted Wind Speed,Corrected Surface Wind Speed","Adjusted Wind Speed,Corrected Surface Wind Speed",
U10M,Eastward Wind at 10 Meters,"official,nrt,meteorology,warning","api,aws","hourly,daily,monthly,annual,climatology",The estimate of the eastward wind average speed for winds blowing 10 meters above the surface of the earth.,"Zonal Wind at 10 Meters,U-Component of Wind at 10m,East-West Wind Component at 10m","Zonal Wind at 10 Meters,U-Component of Wind at 10m,East-West Wind Component at 10m","The eastward wind component is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
V10M,Northward Wind at 10 Meters,"official,nrt,meteorology,warning","api,aws","hourly,daily,monthly,annual,climatology",The estimate of the northward wind average speed for winds blowing 10 meters above the surface of the earth.,"Meridional Wind at 10 Meters,V-Component of Wind at 10m,North-South Wind Component at 10m","Meridional Wind at 10 Meters,V-Component of Wind at 10m,North-South Wind Component at 10m","The northward wind component is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
AIRMASS,Air Mass,"official,radiation","api,aws","hourly,daily,monthly,annual,climatology",Air Mass according to Perez et al. 1990.,"Optical Air Mass,Relative Air Mass,Atmospheric Path Length","Optical Air Mass,Relative Air Mass,Atmospheric Path Length",
ALLSKY_KT_MAX,All Sky Insolation Clearness Index Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum clearness of the atmosphere; the all sky insolation that is transmitted through the atmosphere to strike the surface of the earth divided by the average of top of the atmosphere total solar irradiance incident.,,,
ALLSKY_KT_MIN,All Sky Insolation Clearness Index Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum clearness of the atmosphere; the all sky insolation that is transmitted through the atmosphere to strike the surface of the earth divided by the average of top of the atmosphere total solar irradiance incident.,,,
ALLSKY_KT_SD,All Sky Insolation Clearness Index Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of the clearness atmosphere; the all sky insolation that is transmitted through the atmosphere to strike the surface of the earth divided by the average of top of the atmosphere total solar irradiance incident.,,,
ALLSKY_NKT,All Sky Normalized Insolation Clearness Index,"official,radiation","api,aws","hourly,daily,monthly,annual,climatology",The average zenith angle-independent expression of the all sky insolation clearness index.,"Normalized Clearness Index (Kn),Zenith-Independent Clearness Index","Normalized Clearness Index (Kn),Zenith-Independent Clearness Index",
ALLSKY_SFC_LW_DWN_MAX,All Sky Surface Longwave Downward Irradiance Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum downward thermal infrared irradiance under all sky conditions reaching a horizontal plane at the surface of the earth. Also known as Horizontal Infrared Radiation Intensity from the Sky.,,,
ALLSKY_SFC_LW_DWN_MIN,All Sky Surface Longwave Downward Irradiance Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum downward thermal infrared irradiance under all sky conditions reaching a horizontal plane at the surface of the earth. Also known as Horizontal Infrared Radiation Intensity from the Sky.,,,
ALLSKY_SFC_LW_DWN_SD,All Sky Surface Longwave Downward Irradiance Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of downward thermal infrared irradiance under all sky conditions reaching a horizontal plane at the surface of the earth. Also known as Horizontal Infrared Radiation Intensity from the Sky.,,,
ALLSKY_SFC_LW_UP,All Sky Surface Longwave Upward Irradiance,"official,radiation","api,gis,aws","hourly,daily,monthly,annual,climatology",The upward thermal infrared irradiance under all sky conditions.,"Upwelling Longwave Radiation,Surface Emitted Thermal Radiation,Outgoing Surface Longwave Radiation,Terrestrial Surface Radiation","Upwelling Longwave Radiation,Surface Emitted Thermal Radiation,Outgoing Surface Longwave Radiation,Terrestrial Surface Radiation",
ALLSKY_SFC_LW_UP_MAX,All Sky Surface Longwave Upward Irradiance Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum upward thermal infrared irradiance under all sky conditions.,,,
ALLSKY_SFC_LW_UP_MIN,All Sky Surface Longwave Upward Irradiance Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum upward thermal infrared irradiance under all sky conditions.,,,
ALLSKY_SFC_LW_UP_SD,All Sky Surface Longwave Upward Irradiance Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of upward thermal infrared irradiance under all sky conditions.,,,
ALLSKY_SFC_PAR_DIFF,All Sky Surface Diffuse PAR,"official,radiation","api,aws","hourly,daily,monthly,annual,climatology",The diffuse (scattered from original direct path by molecules or particles) Photosynthetically Active Radiation (PAR) solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,"Diffuse Photosynthetically Active Radiation,Scattered PAR,Diffuse Visible Radiation (400-700 nm)","Diffuse Photosynthetically Active Radiation,Scattered PAR,Diffuse Visible Radiation (400-700 nm),Solar",
ALLSKY_SFC_PAR_DIFF_MAX,All Sky Surface Diffuse PAR Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum diffuse (scattered from original direct path by molecules or particles) Photosynthetically Active Radiation (PAR) solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,,Solar,
ALLSKY_SFC_PAR_DIFF_MIN,All Sky Surface Diffuse PAR Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum diffuse (scattered from original direct path by molecules or particles) Photosynthetically Active Radiation (PAR) solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,,Solar,
ALLSKY_SFC_PAR_DIFF_SD,All Sky Surface Diffuse PAR Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of diffuse (scattered from original direct path by molecules or particles) Photosynthetically Active Radiation (PAR)solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,,,
ALLSKY_SFC_PAR_DIRH,All Sky Surface Direct Horizontal PAR,"official,radiation","api,aws","hourly,daily,monthly,annual,climatology",The Photosynthetically Active Radiation (PAR) solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,"Direct Beam PAR (Horizontal),Direct Photosynthetically Active Radiation","Direct Beam PAR (Horizontal),Direct Photosynthetically Active Radiation,Solar",
ALLSKY_SFC_PAR_DIRH_MAX,All Sky Surface Direct Horizontal PAR Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum Photosynthetically Active Radiation (PAR) solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,,Solar,
ALLSKY_SFC_PAR_DIRH_MIN,All Sky Surface Direct Horizontal PAR Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum Photosynthetically Active Radiation (PAR) solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,,Solar,
ALLSKY_SFC_PAR_DIRH_SD,All Sky Surface Direct Horizontal PAR Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of Photosynthetically Active Radiation (PAR) solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,,,
ALLSKY_SFC_PAR_TOT_MAX,All Sky Surface Total PAR Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum total (direct plus diffuse) Photosynthetically Active Radiation (PAR) incident on a horizontal plane at the surface of the earth under all sky conditions.,,Solar,
ALLSKY_SFC_PAR_TOT_MIN,All Sky Surface Total PAR Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum total (direct plus diffuse) Photosynthetically Active Radiation (PAR) incident on a horizontal plane at the surface of the earth under all sky conditions.,,Solar,
ALLSKY_SFC_PAR_TOT_SD,All Sky Surface Total PAR Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of total (direct plus diffuse) Photosynthetically Active Radiation (PAR) incident on a horizontal plane at the surface of the earth under all sky conditions.,,,
ALLSKY_SFC_SW_DIFF_SD,All Sky Surface Shortwave Diffuse Irradiance Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of diffuse (scattered from original direct path by molecules or particles) solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,,,
ALLSKY_SFC_SW_DIRH,All Sky Surface Shortwave Direct Horizontal Irradiance,"official,radiation","api,aws","hourly,daily,monthly,annual,climatology",The solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,"Direct Horizontal Irradiance,Beam Horizontal Irradiance,Direct Beam Irradiance (Horizontal)","Direct Horizontal Irradiance,Beam Horizontal Irradiance,Direct Beam Irradiance (Horizontal),Solar",
ALLSKY_SFC_SW_DIRH_MAX,All Sky Surface Shortwave Direct Horizontal Irradiance Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,,Solar,
ALLSKY_SFC_SW_DIRH_MIN,All Sky Surface Shortwave Direct Horizontal Irradiance Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,,Solar,
ALLSKY_SFC_SW_DIRH_SD,All Sky Surface Shortwave Direct Horizontal Irradiance Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,,,
